98,65,58,0,0,285,22.4,2,435,38.3,335,28.8,300,4.5,350,10.6,4054
88,75.6,69,0,-2,254,15.7,-2,520,70.7,375,41.5,400,20.4,430,32.6,3694.4
67,63,60,0,0,377,49,2,410,29.3,355,34.9,270,2.5,500,59.9,3982
93.1,72,52,0,0,315,30.2,1,375,18.6,285,16.1,535,63.6,335,8.1,3978.9
87.4,73.2,68,0,15,469,76.2,3,435,38.3,325,25.9,415,24.3,720,99.3,5096.4
93.3,91.6,85,5,0,531,88.6,3,445,42.2,415,55.1,180,0.3,430,32.6,5015.1
59,59,49,0,0,285,22.4,2,485,57.8,145,1.4,445,33.2,490,56,3713
85,63.8,70,0,15,285,22.4,3,530,74,475,74.1,605,83.1,440,36.3,4979.2
93.3,70,60,0,0,254,15.7,3,445,42.2,205,4.6,270,2.5,490,56,4213.7
89.3,78.2,65,0,0,408,58.9,3,325,8.3,355,34.9,445,33.2,545,75.8,4710.5
76,61,63,0,0,469,76.2,2,385,21.4,345,31.8,475,43.1,370,14.7,4204
74,80,69,3,0,223,10.5,2,300,5.1,175,2.6,225,0.9,465,46,3782
91.2,79.2,75,3,0,408,58.9,2,545,78.6,395,48.3,520,58.6,665,97.1,5128.6
80,70,54,0,0,285,22.4,3,520,70.7,395,48.3,740,98.3,675,97.7,4991
84,70,65,3,0,346,39.3,2,275,3,205,4.6,445,33.2,395,21.2,4024
93,78.4,71,0,15,469,76.2,3,495,61.7,475,74.1,635,88.8,640,95.1,5570.6
79,53,61,3,0,438,67.9,2,360,14.9,295,18.3,460,38,490,56,4167
76,77.8,80,0,0,531,88.6,3,435,38.3,335,28.8,535,63.6,440,36.3,4920.2
84,65,61,50,0,500,83.1,2,540,77.1,335,28.8,370,13.9,615,91.9,5060
91.2,68,69,0,0,469,76.2,3,480,55.9,335,28.8,520,58.6,475,50,4872.8
85.5,57,56,0,0,500,83.1,2,435,38.3,325,25.9,400,20.4,465,46,4271.5
78,53,67,27,0,346,39.3,2,545,78.6,375,41.5,650,91.1,580,85.3,4881
75,62,60,3,0,377,49,3,375,18.6,395,48.3,325,7,420,29.1,4232
70,58,70,3,15,377,49,3,445,42.2,455,68.2,445,33.2,490,56,4696
81.17,79.4,79,24,15,408,58.9,3,400,26,515,83.9,590,79.6,420,29.1,5380.13
82,61.2,65,0,0,531,88.6,2,505,65.4,425,58.5,385,16.9,685,98.2,4764.8
80,80,65,0,0,285,22.4,2,310,6.2,345,31.8,255,1.8,665,97.1,4245
68,72,67,0,0,377,49,2,370,17.3,335,28.8,310,5.4,385,18.4,4000
80,67,60,3,0,346,39.3,1,335,9.9,405,51.7,385,16.9,370,14.7,3911
86,77.8,67,0,-2,-2,0,-2,-2,0,-2,0,415,24.3,430,32.6,2538.2
88,68,65,0,0,346,39.3,2,315,6.9,295,18.3,445,33.2,595,88.5,4345
70,60,80,0,0,223,10.5,2,370,17.3,315,23.2,270,2.5,465,46,3893
95,62.4,67,0,0,377,49,0,425,34.6,335,28.8,340,8.9,545,75.8,4041.6
84,74,70,41,0,438,67.9,3,460,48,345,31.8,415,24.3,560,80.2,5179
82,72,77,0,0,346,39.3,2,455,46.1,395,48.3,270,2.5,545,75.8,4450
70,59.5,65,3,0,346,39.3,3,370,17.3,295,18.3,165,0.2,440,36.3,3933.5
85,62,50,0,0,315,30.2,2,300,5.1,205,4.6,105,0,405,24.2,3463
86,76,45,10,0,315,30.2,2,410,29.3,295,18.3,430,28.6,465,46,4228
65,65,50,50,50,50,50,2,50,50,325,25.9,210,0.7,360,12.5,2875
92,65,50,3,0,438,67.9,3,565,83.9,345,31.8,605,83.1,420,29.1,4353
91,69,74,0,15,377,49,3,420,32.8,445,65.1,310,5.4,605,90.3,4938
89,66,75,0,0,438,67.9,3,510,67.2,445,65.1,385,16.9,525,69.1,4913
95,73,86,0,15,562,92.7,3,555,81.4,585,94.5,650,91.1,560,80.2,5873
89,67.4,67,0,0,438,67.9,3,410,29.3,345,31.8,300,4.5,545,75.8,4588.6
75,63,65,3,0,254,15.7,3,455,46.1,365,38.1,370,13.9,605,90.3,4443
80,63,52,0,0,346,39.3,3,240,1.3,325,25.9,270,2.5,545,75.8,4021
78,68,70,0,0,346,39.3,3,315,6.9,385,44.9,255,1.8,430,32.6,4215
76,61,57,0,0,438,67.9,1,300,5.1,285,16.1,370,13.9,500,59.9,3819
75,62,50,3,0,254,15.7,3,410,29.3,205,4.6,325,7,440,36.3,3884
83,69.2,65,0,0,315,30.2,1,200,0.4,100,0.5,180,0.3,405,24.2,3334.8
91,91,86,0,58,438,67.9,3,470,52,535,87.8,785,99.4,595,88.5,6297
89,66.3,58,0,0,315,30.2,2,410,29.3,365,38.1,340,8.9,630,93.9,4339.7
54,60,57,0,0,254,15.7,0,325,8.3,165,2.1,385,16.9,370,14.7,3038
68,55,40,3,0,377,49,0,360,14.9,265,12.2,400,20.4,465,46,3361
86,76,60,0,0,223,10.5,3,230,1,335,28.8,400,20.4,500,59.9,4226
95,66.6,72,10,0,469,76.2,3,520,70.7,375,41.5,695,95.9,370,14.7,5161.4
94,74,50,0,0,285,22.4,2,510,67.2,255,10.6,285,3.4,440,36.3,3647
80,52,75,0,0,223,10.5,3,360,14.9,515,83.9,285,3.4,440,36.3,4226
91,75,64,44,29,285,22.4,3,460,48,505,81.7,535,63.6,560,80.2,5612
76,74,69,0,0,377,49,1,250,1.7,335,28.8,400,20.4,395,21.2,3908
91.6,69,86,0,0,469,76.2,3,505,65.4,395,48.3,400,20.4,455,42.1,4983.4
80,56,69,3,0,346,39.3,2,545,78.6,315,23.2,385,16.9,525,69.1,4348
80,54,72,0,0,377,49,3,370,17.3,455,68.2,370,13.9,420,29.1,4386
75,69,57,0,0,285,22.4,2,420,32.8,295,18.3,430,28.6,475,50,4074
60,58,64,0,29,377,49,3,385,21.4,335,28.8,505,53.5,490,56,4531
86,76,69,16,15,346,39.3,1,400,26,365,38.1,475,43.1,465,46,4589
86,90,79,0,-2,223,10.5,-2,530,74,365,38.1,460,38,510,63.7,4005
94,64,81,0,0,254,15.7,3,310,6.2,285,16.1,445,33.2,395,21.2,4380
80,59.8,68,0,0,315,30.2,3,265,2.4,325,25.9,445,33.2,580,85.3,4340.2
85.5,75.2,50,10,0,346,39.3,2,505,65.4,415,55.1,490,48.3,475,50,4127.3
91.2,74.6,86,20,0,315,30.2,3,485,57.8,455,68.2,590,79.6,535,72.6,5366.2
90,80,60,14,0,346,39.3,2,400,26,365,38.1,430,28.6,440,36.3,4537
78,57.8,50,3,0,315,30.2,2,545,78.6,355,34.9,590,79.6,440,36.3,3854.2
80,65,55,5,0,377,49,4,315,6.9,335,28.8,310,5.4,440,36.3,4342
60.1,58.8,64,16,0,285,22.4,3,460,48,305,20.6,370,13.9,455,42.1,4205.1
76,54,63,10,0,346,39.3,3,495,61.7,325,25.9,475,43.1,560,80.2,4568
95,64,54,3,0,377,49,2,510,67.2,345,31.8,460,38,525,69.1,4521
89,62,40,0,15,315,30.2,2,420,32.8,345,31.8,515,56.9,535,72.6,4344
91.2,71.8,67,0,0,346,39.3,2,505,65.4,365,38.1,590,79.6,710,99.1,4946
75,60,50,3,0,285,22.4,2,350,12.7,295,18.3,180,0.3,255,1.4,3417
78,70,72,0,0,408,58.9,2,410,29.3,345,31.8,430,28.6,615,91.9,4548
94,72.3,67,3,0,285,22.4,2,285,3.7,305,20.6,430,28.6,615,91.9,4406.7
88,69.8,70,0,0,408,58.9,3,375,18.6,395,48.3,415,24.3,510,63.7,4693.2
70,70,71,81,43,285,22.4,3,485,57.8,425,58.5,430,28.6,420,29.1,5600
86,80,78,0,0,315,30.2,1,495,61.7,415,55.1,550,68.4,420,29.1,4571
63,71,63,18,0,377,49,3,375,18.6,365,38.1,505,53.5,535,72.6,4632
89,59.8,65,3,0,377,49,3,510,67.2,265,12.2,490,48.3,500,59.9,4633.2
92,82,55,0,0,438,67.9,1,400,26,295,18.3,415,24.3,475,50,4264
86,63,62,0,15,408,58.9,3,505,65.4,305,20.6,285,3.4,395,21.2,4472
84,56,60,3,0,315,30.2,0,315,6.9,135,1.1,385,16.9,535,72.6,3512
72,67,66,0,0,408,58.9,2,370,17.3,325,25.9,225,0.9,430,32.6,3963
60,54,54,64,29,315,30.2,3,470,52,425,58.5,475,43.1,455,42.1,5029
85.5,89,83,0,15,346,39.3,2,445,42.2,495,79.4,650,91.1,675,97.7,5423.5
80,78,63,0,0,438,67.9,3,360,14.9,235,7.7,550,68.4,430,32.6,4542
80,70,66,0,0,315,30.2,1,395,24.4,425,58.5,355,11.2,370,14.7,3984
74,68,69.95,16,0,408,58.9,1,425,34.6,515,83.9,520,58.6,500,59.9,4599.55
85,85,50,3,-2,285,22.4,0,230,1,195,3.9,240,1.3,300,4,3239
76,62,55,0,0,254,15.7,1,425,34.6,175,2.6,355,11.2,500,59.9,3626
84,68,62,0,0,377,49,3,180,0.2,115,0.7,355,11.2,560,80.2,4053
74,58,70,3,0,346,39.3,1,285,3.7,285,16.1,255,1.8,360,12.5,3556
72,60,60,3,0,377,49,1,385,21.4,335,28.8,355,11.2,500,59.9,3887
70,73,75,0,0,346,39.3,3,540,77.1,405,51.7,445,33.2,685,98.2,4923
90,75,50,7,29,377,49,3,460,48,345,31.8,270,2.5,490,56,4291
10,69.8,47,13,15,346,39.3,1,520,70.7,535,87.8,605,83.1,465,46,4044.2
87,80.4,60,3,0,285,22.4,3,400,26,305,20.6,285,3.4,455,42.1,4343.6
92,70,81,0,0,469,76.2,3,335,9.9,355,34.9,430,28.6,370,14.7,4686
79.8,70.8,65,0,0,377,49,4,495,61.7,385,44.9,370,13.9,300,4,4587.4
96.2,87,86,5,0,408,58.9,3,435,38.3,395,48.3,505,53.5,500,59.9,5250.8
89,74,76,0,0,254,15.7,3,455,46.1,315,23.2,355,11.2,350,10.6,4420
80,75,61,0,0,315,30.2,2,265,2.4,295,18.3,195,0.5,360,12.5,3734
94,76,62,9,0,315,30.2,3,480,55.9,465,71.2,445,33.2,640,95.1,5054
78,78,54,5,0,408,58.9,0,400,26,125,0.9,385,16.9,650,96,3903
95,64,66,0,0,315,30.2,3,410,29.3,305,20.6,415,24.3,525,69.1,4535
82,66,62,0,0,223,10.5,2,360,14.9,155,1.7,270,2.5,395,21.2,3653
85,79,71,0,0,346,39.3,3,425,34.6,355,34.9,475,43.1,475,50,4731
86.4,79,73,15,15,346,39.3,3,400,26,395,48.3,340,8.9,510,63.7,4946.6
90,88,81,0,0,377,49,3,400,26,525,85.9,590,79.6,385,18.4,5148
76,69,55,0,0,377,49,3,460,48,305,20.6,415,24.3,440,36.3,4337
66,60,54,3,0,285,22.4,3,335,9.9,100,0.5,325,7,430,32.6,3662
79.6,69.4,75,27,0,377,49,3,375,18.6,455,68.2,520,58.6,595,88.5,5121
83.6,78.2,69,0,0,315,30.2,3,520,70.7,535,87.8,445,33.2,525,69.1,4957.2
80,64,65,3,0,254,15.7,2,315,6.9,125,0.9,505,53.5,535,72.6,4002
94,67,67,3,0,438,67.9,0,300,5.1,315,23.2,475,43.1,420,29.1,4027
85,72,62,3,0,254,15.7,3,350,12.7,185,3.2,340,8.9,420,29.1,4087
79,79,70,0,0,346,39.3,3,480,55.9,405,51.7,370,13.9,525,69.1,4718
90,53,70,3,0,285,22.4,0,375,18.6,195,3.9,665,93,420,29.1,3884
73,68,70,6,0,346,39.3,2,370,17.3,375,41.5,385,16.9,370,14.7,4159
85.5,72,79,20,15,438,67.9,3,435,38.3,595,95.4,785,99.4,630,93.9,5866.5
82,83,50,0,0,346,39.3,3,375,18.6,305,20.6,255,1.8,650,96,3956
73.8,60,50,0,0,285,22.4,2,240,1.3,295,18.3,355,11.2,475,50,3214.2
71.4,69.4,64,3,0,315,30.2,1,250,1.7,265,12.2,490,48.3,535,72.6,3905.2
60,59,70,0,0,223,10.5,2,315,6.9,225,6.6,310,5.4,370,14.7,3504
96,75,75,0,0,346,39.3,3,385,21.4,325,25.9,415,24.3,580,85.3,4805
78,74.6,66,0,0,346,39.3,3,420,32.8,365,38.1,620,86.1,570,82.9,4828.4
60,53,50,0,0,285,22.4,0,205,0.5,165,2.1,210,0.7,290,3.2,2622
95,73.6,66,50,0,377,49,3,520,70.7,465,71.2,505,53.5,605,90.3,5573.4
93,88,84,0,0,346,39.3,3,625,94.3,515,83.9,505,53.5,710,99.1,5626
98,83,74,27,29,346,39.3,2,605,91.7,585,94.5,680,94.6,570,82.9,5945
87,84.5,75,0,0,377,49,2,400,26,435,61.9,430,28.6,535,72.6,4755.5
75,75,70,16,0,531,88.6,3,410,29.3,405,51.7,430,28.6,535,72.6,4975
82,68,52,0,15,285,22.4,2,375,18.6,315,23.2,535,63.6,560,80.2,4383
66,60,64,0,0,377,49,3,315,6.9,255,10.6,310,5.4,370,14.7,3877
82,80,60,0,0,315,30.2,2,350,12.7,345,31.8,445,33.2,440,36.3,4253
74.1,58.4,63,13,15,408,58.9,3,435,38.3,365,38.1,370,13.9,370,14.7,4499.5
80,60,62,0,0,285,22.4,1,420,32.8,285,16.1,475,43.1,430,32.6,3893
80,71,56,13,0,346,39.3,3,400,26,415,55.1,415,24.3,395,21.2,4491
88,70.4,60,3,0,346,39.3,2,300,5.1,145,1.4,270,2.5,405,24.2,3818.6
84.5,70.8,77,0,0,346,39.3,3,595,90.1,455,68.2,635,88.8,570,82.9,5231.7
87,79,50,3,0,408,58.9,3,250,1.7,135,1.1,460,38,570,82.9,4334
74,58,54,0,0,285,22.4,3,420,32.8,335,28.8,370,13.9,455,42.1,4079
90,90,69,0,0,285,22.4,2,315,6.9,345,31.8,400,20.4,420,29.1,4366
62,68,66,0,0,531,88.6,2,425,34.6,455,68.2,535,63.6,535,72.6,4605
80,62,60,0,0,377,49,3,420,32.8,335,28.8,400,20.4,525,69.1,4415
95,61.2,69,0,0,223,10.5,3,290,4.2,355,34.9,370,13.9,420,29.1,4224.8
95,71,70,0,0,438,67.9,2,315,6.9,195,3.9,460,38,350,10.6,4242
79,69.8,50,0,0,408,58.9,2,315,6.9,315,23.2,430,28.6,490,56,4107.2
84,84.5,86,10,29,469,76.2,3,460,48,495,79.4,505,53.5,525,69.1,5635.5
75,71.2,67,0,0,500,83.1,1,350,12.7,395,48.3,415,24.3,490,56,4248.8
95,75,62,11,0,285,22.4,3,435,38.3,365,38.1,535,63.6,675,97.7,5022
83.6,71,79,0,0,408,58.9,3,540,77.1,334,28.5,310,5.4,455,42.1,4689.4
80,67,60,0,0,377,49,3,410,29.3,275,14.1,460,38,395,21.2,4320
75,78,66,50,15,315,30.2,3,290,4.2,415,55.1,120,0.1,420,29.1,4656
85,77,35,3,0,438,67.9,3,505,65.4,165,2.1,590,79.6,630,93.9,4668
86,60,55,0,0,346,39.3,3,250,1.7,315,23.2,270,2.5,535,72.6,4065
80,55,60,3,0,346,39.3,0,310,6.2,325,25.9,270,2.5,370,14.7,3403
85.5,72,63,0,0,285,22.4,1,340,10.8,175,2.6,165,0.2,430,32.6,3559.5
92,88,84,0,0,438,67.9,3,495,61.7,465,71.2,475,43.1,560,80.2,5349
81,70,63,3,0,223,10.5,3,265,2.4,375,41.5,475,43.1,360,12.5,4191
92,56,62,25,0,315,30.2,3,350,12.7,345,31.8,430,28.6,605,90.3,4700
69.8,71.8,74,8,15,377,49,1,470,52,505,81.7,605,83.1,325,6.7,4609.4
84,75,75,0,15,254,15.7,1,395,24.4,335,28.8,325,7,465,46,4195
68,62,47,0,0,315,30.2,2,315,6.9,385,44.9,180,0.3,265,1.8,3413
59,62,38,0,0,254,15.7,0,370,17.3,255,10.6,385,16.9,510,63.7,3205
85.5,65,62,48,0,254,15.7,2,265,2.4,325,25.9,165,0.2,650,96,4363.5
80,78,60,3,0,254,15.7,3,435,38.3,195,3.9,340,8.9,405,24.2,4158
89.3,78.2,77,0,0,469,76.2,2,555,81.4,385,44.9,550,68.4,595,88.5,5114.5
77.8,55.5,70,0,0,254,15.7,1,285,3.7,115,0.7,680,94.6,570,82.9,3913.7
90.76,77,54,0,0,254,15.7,3,275,3,305,20.6,310,5.4,455,42.1,4134.84
76.8,75,68,0,0,285,22.4,3,455,46.1,435,61.9,285,3.4,360,12.5,4338.2
83.6,86.2,62,3,0,562,92.7,3,400,26,315,23.2,415,24.3,405,24.2,4750.2
87.4,68.2,65,25,15,377,49,3,375,18.6,405,51.7,370,13.9,405,24.2,4817.4
81.7,74.4,60,0,0,346,39.3,3,435,38.3,355,34.9,325,7,490,56,4435.9
91.6,75,66,75,29,377,49,4,510,67.2,515,83.9,620,86.1,525,69.1,6296.4
70,60,60,0,0,192,6.6,2,455,46.1,395,48.3,445,33.2,560,80.2,4117
57,62,54,19,15,346,39.3,3,545,78.6,385,44.9,445,33.2,560,80.2,4684
92,63,56,3,0,254,15.7,2,340,10.8,265,12.2,310,5.4,500,59.9,3955
80.8,75.6,75,0,0,346,39.3,3,455,46.1,465,71.2,490,48.3,500,59.9,4878.6
83.4,68.4,64,0,0,192,6.6,3,310,6.2,345,31.8,430,28.6,630,93.9,4389.2
78,73.4,75,8,29,346,39.3,3,375,18.6,315,23.2,620,86.1,440,36.3,5006.6
76,60,64,0,-2,223,10.5,-2,370,17.3,485,76.8,165,0.2,350,10.6,3015
81,59.8,67,3,0,408,58.9,3,505,65.4,385,44.9,620,86.1,525,69.1,4880.2
79.8,69.2,55,0,0,346,39.3,3,470,52,385,44.9,400,20.4,490,56,4467
90,80,70,3,0,346,39.3,3,530,74,415,55.1,475,43.1,685,98.2,5178
87,60,50,0,0,315,30.2,2,300,5.1,315,23.2,180,0.3,280,2.6,3523
74.1,64.6,50,0,0,223,10.5,4,455,46.1,345,31.8,370,13.9,490,56,4301.3
90,71.2,77,0,15,377,49,3,420,32.8,465,71.2,270,2.5,465,46,4815.8
86,72,50,18,0,377,49,0,215,0.7,325,25.9,355,11.2,545,75.8,3401
70,52,50,3,0,346,39.3,1,340,10.8,375,41.5,550,68.4,490,56,3406
85,73,70,3,0,346,39.3,0,400,26,315,23.2,520,58.6,420,29.1,4080
95,76,75,3,0,285,22.4,3,540,77.1,325,25.9,370,13.9,545,75.8,4846
88,77,75,16,29,377,49,3,530,74,445,65.1,870,99.9,595,88.5,5922
88,72,72,0,-2,377,49,-2,325,8.3,385,44.9,400,20.4,420,29.1,3617
79,66.6,73,8,0,438,67.9,2,375,18.6,415,55.1,460,38,475,50,4562.4
91.2,84.9,81,0,15,346,39.3,3,460,48,465,71.2,590,79.6,675,97.7,5524.9
91,64,75,0,0,377,49,3,420,32.8,355,34.9,225,0.9,570,82.9,4557
88,60,58,5,0,500,83.1,3,370,17.3,345,31.8,300,4.5,605,90.3,4559
65,60,60,0,0,377,49,1,370,17.3,235,7.7,445,33.2,490,56,3762
83,73,63,0,29,315,30.2,2,530,74,395,48.3,535,63.6,430,32.6,4797
74,69,59,3,0,285,22.4,3,485,57.8,345,31.8,325,7,500,59.9,4325
86.5,59.4,54,3,0,315,30.2,1,265,2.4,185,3.2,135,0.1,255,1.4,3161.1
87.8,68.8,83,0,15,469,76.2,3,520,70.7,495,79.4,520,58.6,665,97.1,5500.4
89.8,75,81,16,15,408,58.9,3,395,24.4,465,71.2,430,28.6,630,93.9,5359.2
75,70,70,3,0,254,15.7,3,445,42.2,345,31.8,430,28.6,605,90.3,4581
88,64.4,56,8,15,469,76.2,3,385,21.4,345,31.8,385,16.9,475,50,4681.6
81.7,75.2,81,5,0,377,49,3,425,34.6,385,44.9,415,24.3,640,95.1,4968.1
95,79,72,13,0,500,83.1,3,420,32.8,445,65.1,535,63.6,580,85.3,5351
87.3,75.4,53,0,0,346,39.3,2,565,83.9,195,3.9,385,16.9,350,10.6,4142.3
80,72,50,0,0,346,39.3,1,200,0.4,355,34.9,210,0.7,335,8.1,3444
74,50,64,0,0,346,39.3,2,400,26,145,1.4,270,2.5,430,32.6,3643
83,65,50,0,0,469,76.2,2,470,52,415,55.1,590,79.6,455,42.1,4091
